Country Name,Year,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)","Informal employment, female (% of total non-agricultural employment)","Informal employment, male (% of total non-agricultural employment)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Labor force with advanced education (% of total working-age population with advanced education),"Labor force with advanced education, female (% of female working-age population with advanced education)","Labor force with advanced education, male (% of male working-age population with advanced education)","Labor force, female","Labor force, female (% of total labor force)","Labor force, male","Labor force, total","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Population ages 15-64, female","Population ages 15-64, male","Population ages 15-64, total",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Ratio of female to male labor force participation rate (%) (national estimate)
China,1998,..,..,..,49.79999924,45.02999878,53.75,23.5,24.51000023,22.67000008,26.70000076,30.46999931,23.57999992,69.03399658,..,..,..,71.03299713,77.8,83.33200073,88.63,77.30400085,83.36,..,..,..,320628844,45.03263966,391367970,711992116,..,..,..,408564634,431104552,839669246,85.24095966,..
China,1999,..,..,..,50.09999847,45.68000031,53.75999832,23,23.67000008,22.45000076,26.89999962,30.64999962,23.79999924,68.77999878,..,..,..,70.77799988,77.4,83.10900116,88.34,77.06300354,83.01,..,..,..,323952674,45.03048103,395457035,719407536,..,..,..,413704468,436202665,849907147,85.16285708,..
China,2000,..,..,..,50.00999832,46,53.33000183,22.5,22.79000092,22.26000023,27.48999977,31.20999908,24.42000008,68.52400208,..,..,..,70.52200317,76.92,82.88300323,87.95,76.81999969,82.58,..,..,..,328479908,45.02671574,401044229,729522246,86.5266037,95.13524628,90.92021179,420537353,443104584,863641938,85.08620636,85.08560118
China,2001,..,..,..,50.00999832,46.27000046,53.09999847,22.29999924,22.29999924,22.29999924,27.69000053,31.44000053,24.60000038,67.56199646,..,..,..,69.86799622,76.11,82.44100189,87.39,76.27300262,81.9,..,..,..,330365057,44.93671048,404814768,735178551,..,..,..,426535052,449078998,875614116,84.74908676,..
China,2002,..,..,..,50.00999832,46.58000183,52.84000015,21.39999962,21.02000046,21.70999908,28.59000015,32.40999985,25.45000076,66.65799713,..,..,..,69.20600128,75.2,81.98899841,86.7,75.71700287,81.1,..,..,..,333556172,44.84551046,410233567,743789442,..,..,..,434515777,457131677,891647554,84.40888732,..
China,2003,..,..,..,49.09999847,45.86000061,51.75999832,21.60000038,20.95000076,22.13999939,29.29999924,33.18999863,26.10000038,65.81099701,..,..,..,68.53600311,74.24,81.52799988,85.96,75.15200043,80.25,..,..,..,337331743,44.75190604,416455631,753781845,..,..,..,443537698,466309161,909846945,84.06437447,..
China,2004,..,..,..,46.90000153,43.20999908,49.91999817,22.5,21.87000084,23.02000046,30.60000038,34.93000031,27.05999947,65.21299744,..,..,..,67.85700226,73.32,81.05699921,85.29,74.57900238,79.45,..,..,..,340440428,44.65312846,421969549,762411145,..,..,..,451912909,474895410,926808358,83.71516701,..
China,2005,..,..,..,44.79999924,41.20000076,47.72999954,23.79999924,22.95000076,24.48999977,31.39999962,35.84999847,27.78000069,64.53600311,..,..,..,67.16999817,72.51,80.57700348,84.76,73.99700165,78.78,..,..,..,342308093,44.55041418,426053681,768361191,..,..,..,458795658,482021879,940817540,83.36125106,..
China,2006,..,..,..,42.59999847,39.06000137,45.47999954,25.20000076,24.13999939,26.05999947,32.20000076,36.79999924,28.46999931,63.92100143,..,..,..,66.47599792,71.82,80.08699799,84.36,73.40599823,78.24,..,..,..,343409451,44.44965508,429173584,772580688,..,..,..,464685782,488079228,952765169,83.00473185,..
China,2007,..,..,..,40.79999924,37.27999878,43.63999939,26.79999924,25.55999947,27.79999924,32.40000153,37.15999985,28.55999947,63.29299927,..,..,..,65.77400208,71.26,79.58799744,84.11,72.80699921,77.84,..,..,..,343365331,44.34471858,430945816,774309415,..,..,..,469131965,492730984,961863202,82.6431173,..
China,2008,..,..,..,39.59999847,36.09000015,42.41999817,27.20000076,25.70999908,28.39999962,33.20000076,38.20000076,29.18000031,62.47600174,..,..,..,65.06500244,70.78,79.07900238,83.94,72.19999695,77.52,..,..,..,342467444,44.23718719,431691524,774161889,..,..,..,472434985,496279809,968715052,82.27848162,..
China,2009,..,..,..,38.09999847,34.68999863,40.84000015,27.79999924,25.98999977,29.25,34.09999847,39.31999969,29.92000008,61.7159996,..,..,..,64.34899902,70.3,78.55999756,83.75,71.58399963,77.19,..,..,..,341215042,44.12911632,432001220,773219748,..,..,..,475208034,499350356,974558542,81.91064285,..
China,2010,2.997649908,4.145899773,3.57765007,36.70000076,33.36999893,39.34999847,28.70000076,26.62000084,30.36000061,34.59999847,40.00999832,30.29000092,61.12900162,..,..,..,63.62599945,69.75,78.03299713,83.48,70.95999908,76.79,..,..,..,339885966,44.02049123,432221883,772108526,92.71122742,97.47946167,95.1244812,477787969,502289492,980077454,81.53730062,81.53786663
China,2011,..,..,..,34.79999924,31.42000008,37.49000168,29.5,27.18000031,31.35000038,35.70000076,41.40000153,31.15999985,61.29999924,..,..,..,63.81600189,69.6,78.06800079,83.43,71.06999969,76.69,..,..,..,343467481,44.09208019,435506813,778977720,..,..,..,480091947,504890536,984982578,81.7441221,..
China,2012,..,..,..,33.59999847,30.21999931,36.29000092,30.29999924,27.76000023,32.31999969,36.09999847,42.02000046,31.38999939,61.15800095,..,..,..,63.68099976,69.47,77.70999908,83.35,70.81999969,76.58,..,..,..,345727299,44.16177947,437137893,782865417,..,..,..,482847931,508107916,990955995,81.94698302,..
China,2013,..,..,..,31.39999962,27.87999916,34.20999908,30.10000038,27.31999969,32.31000137,38.5,44.79999924,33.47999954,61.03699875,..,..,..,63.56700134,69.36,77.35099792,83.21,70.58000183,76.46,..,..,..,348024671,44.24005293,438650343,786673270,..,..,..,485228165,511040174,996268459,82.17993697,..
China,2014,..,..,..,29.5,25.89999962,32.36000061,29.89999962,26.86000061,32.31999969,40.59999847,47.24000168,35.31999969,61.02600098,..,..,..,63.56800079,69.24,77.11599731,83.09,70.45999908,76.35,..,..,..,350744094,44.3237288,440578799,791323527,..,..,..,486837131,513238352,1000075524,82.43166529,..
China,2015,..,..,..,28.59000015,25.03000069,31.40999985,29.18000031,25.87999916,31.80999947,42.22999954,49.09000015,36.77999878,61.01200104,..,..,..,63.56499863,69.14,76.86599731,83.01,70.33000183,76.26,..,..,..,353181156,44.41127499,442071935,795251107,..,..,..,487484569,514491575,1001976146,82.69586143,..
China,2016,..,..,..,27.70000076,24.20000076,30.47999954,28.79999924,25.23999977,31.62999916,43.5,50.56999969,37.90000153,60.97299957,..,..,..,63.4679985,69.05,76.48899841,82.95,70.08999634,76.19,..,..,..,354957972,44.49946372,442711709,797667977,..,..,..,487256431,514766031,1002022583,82.97663693,..
China,2017,..,..,..,26.97999954,23.61000061,29.64999962,28.11000061,24.25,31.15999985,44.90999985,52.13999939,39.18999863,60.85300064,..,..,..,63.29199982,68.93,75.99199677,82.91,69.75,76.12,..,..,..,356416525,44.59804705,442759882,799175185,..,..,..,486636714,514693904,1001330750,83.2877178,..
China,2018,..,..,..,26.06999969,22.78000069,28.65999985,28.31999969,24.18000031,31.57999992,45.61000061,53.04000092,39.75999832,60.76900101,..,..,..,63.11399841,68.78,75.47699738,82.85,69.40000153,76.02,..,..,..,357389834,44.70278187,442089740,799480075,95.15933228,98.46653748,96.84088898,485079055,513715600,998794770,83.62017649,..
China,2019,..,..,..,25.32999992,22.01000023,27.94000053,27.42000008,23.05999947,30.82999992,47.25,54.91999817,41.22999954,60.54100037,..,..,..,63.01399994,68.57,75.06300354,82.76,69.13999939,75.88,..,..,..,358442128,44.80409241,441575929,800020955,..,..,..,483156615,512447020,995603700,83.94814618,..
China,2020,..,..,..,..,..,..,..,..,..,..,..,..,59.13600159,..,..,..,61.81800079,..,74.47000122,..,68.25,..,..,..,..,352848259,44.52896183,439553625,792401719,..,..,..,481075153,511089150,992164306,83.010608,..
China,2021,..,..,..,..,..,..,..,..,..,..,..,..,58.98500061,..,..,..,61.61199951,..,74.29000092,..,68.05699921,..,..,..,..,353296760,44.50833171,440480273,793776685,..,..,..,..,..,..,82.93444441,..
"Hong Kong SAR, China",1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.6269989,53.42,79.01599884,85.42,62.99000168,69.88,..,..,..,1043378,36.62666691,1805301,2848684,..,..,..,1951007,2066673,4017677,59.00956716,59.00912415
"Hong Kong SAR, China",1991,..,..,..,0.810000002,0.629999995,0.920000017,34.88999939,29.52000046,38.13000107,64.30000305,69.84999847,60.95999908,47.04800034,..,..,..,47.80699921,54.39,78.84200287,85.32,63.43999863,70.24,..,..,..,1088309,37.39797084,1821767,2910075,..,..,..,1981781,2083734,4065503,60.63645959,60.63681102
"Hong Kong SAR, China",1992,..,..,..,0.689999998,0.439999998,0.839999974,32.95999908,26.57999992,36.74000168,66.34999847,72.98000336,62.41999817,45.42200089,..,..,..,46.29700089,53.35,78.11599731,85.15,62.27999878,69.59,..,..,..,1071261,36.99697155,1824255,2895537,..,..,..,2010902,2099403,4110280,59.26699073,59.26685935
"Hong Kong SAR, China",1993,..,..,..,0.639999986,0.370000005,0.800000012,29.79999924,22.71999931,34,69.55999756,76.91000366,65.19999695,45.66899872,..,..,..,46.57400131,52.81,78.26999664,85.03,62.45000076,69.21,..,..,..,1104699,37.22274973,1863094,2967806,..,..,..,2057225,2132935,4190126,59.50428428,59.50339602
"Hong Kong SAR, China",1994,..,..,..,0.620000005,0.379999995,0.769999981,27.93000031,19.73999977,32.91999817,71.44999695,79.88999939,66.31999969,46.44900131,..,..,..,47.2519989,53.45,77.76499939,84.54,62.49000168,69.22,..,..,..,1155584,37.85378266,1897152,3052757,..,..,..,2116365,2178633,4294974,60.76255291,60.76308105
"Hong Kong SAR, China",1995,..,..,..,0.569999993,0.379999995,0.689999998,27,18.70999908,32.18999863,72.43000031,80.91999817,67.12000275,46.13999939,..,..,..,47.5359993,54.37,76.53500366,84.29,61.97000122,69.49,..,..,..,1196264,38.52805083,1908638,3104917,..,..,..,2172617,2219316,4391937,62.1101418,62.10993859
"Hong Kong SAR, China",1996,..,..,..,0.400000006,0.270000011,0.49000001,25.55999947,16.37000084,31.45000076,74.04000092,83.36000061,68.05999756,46.66699982,..,..,..,47.80799866,54.67,76.0019989,83.91,61.77999878,69.36,..,..,..,1267357,39.03494723,1979353,3246724,..,..,..,2286484,2309332,4595798,62.90360694,62.90301432
"Hong Kong SAR, China",1997,..,..,..,0.330000013,0.219999999,0.400000006,24.19000053,14.39999962,30.56999969,75.48999786,85.37999725,69.02999878,47.05899811,..,..,..,48.05500031,55.05,75.86100006,83.7,61.77000046,69.36,..,..,..,1296690,39.42423811,1992343,3289068,..,..,..,2325816,2320619,4646423,63.34612023,63.34698146
"Hong Kong SAR, China",1998,..,..,..,0.300000012,0.219999999,0.349999994,22.54999924,12.59000015,29.29000092,77.15000153,87.19000244,70.36000061,46.75,..,..,..,48.70999908,55.75,75.78399658,83.44,62,69.49,..,..,..,1338211,39.99875061,2007391,3345632,..,..,..,2366731,2332517,4699251,64.27478265,64.27436848
"Hong Kong SAR, China",1999,..,..,..,0.300000012,0.209999993,0.360000014,21.13999939,11.73999977,27.77000046,78.55999756,88.05000305,71.87000275,46.36500168,..,..,..,48.84400177,56.53,74.42700195,83.03,61.34199905,69.6,..,..,..,1366900,40.72569136,1989445,3356358,..,..,..,2409645,2345979,4755626,65.62672214,66.48648752
"Hong Kong SAR, China",2000,..,..,..,0.289999992,0.219999999,0.340000004,20.32999992,10.43000031,27.5,79.37999725,89.34999847,72.16000366,47.01399994,..,..,..,48.97999954,57.34,73.04499817,82.63,60.68000031,69.74,..,..,..,1394512,41.47443701,1967832,3362341,..,..,..,2450363,2356694,4807057,67.05455647,67.05368224
"Hong Kong SAR, China",2001,..,..,..,0.219999999,0.150000006,0.270000011,19.36000061,9.850000381,26.52000046,80.41999817,90,73.20999908,48.69800186,..,..,..,50.65299988,58.25,72.9260025,82.19,61.43000031,69.92,..,..,..,1469472,42.55997247,1983212,3452709,..,..,..,2491656,2369858,4861527,69.45807824,69.45853364
"Hong Kong SAR, China",2002,..,..,..,0.280000001,0.209999993,0.340000004,18.26000023,9.159999847,25.44000053,81.45999908,90.62999725,74.23000336,48.87200165,..,..,..,51.93500137,59.85,72.48999786,81.91,61.83000183,70.54,..,..,..,1529921,43.56125684,1982177,3512114,..,..,..,2524719,2373702,4898434,71.64436875,71.64528925
"Hong Kong SAR, China",2003,..,..,..,0.219999999,0.170000002,0.25999999,17.11000061,8.149999619,24.29000092,82.66999817,91.68000031,75.44999695,48.40299988,..,..,..,51.59500122,59.72,71.96499634,81.75,61.34999847,70.33,..,..,..,1532933,43.8244931,1964952,3497891,..,..,..,2541345,2361769,4903130,71.6945791,71.69444296
"Hong Kong SAR, China",2004,..,..,..,0.25999999,0.180000007,0.319999993,15.57999992,7.25,22.31999969,84.16000366,92.56999969,77.36000061,48.94100189,..,..,..,51.81600189,60.06,71.66000366,81.61,61.27000046,70.38,..,..,..,1567636,44.27843707,1972778,3540405,..,..,..,2584062,2374583,4958649,72.30812063,72.30747993
"Hong Kong SAR, China",2005,..,..,..,0.25999999,0.180000007,0.330000013,15.06999969,6.53000021,22.12999916,84.66999817,93.30000305,77.54000092,49.625,..,..,..,51.91500092,60.29,71.05999756,81.03,60.99000168,70.17,..,..,..,1593536,44.77287446,1965610,3559155,..,..,..,2619626,2381635,5001265,73.05798297,73.05852415
"Hong Kong SAR, China",2006,..,..,..,0.239999995,0.189999998,0.280000001,14.72999954,6.309999943,21.81999969,85.02999878,93.5,77.90000153,50.66699982,..,..,..,52.6269989,60.65,70.93299866,80.6,61.25999832,70.09,..,..,..,1644876,45.39395958,1978692,3623557,..,..,..,2667911,2396810,5064722,74.19254775,74.19309606
"Hong Kong SAR, China",2007,..,..,..,0.180000007,0.150000006,0.209999993,14.14000034,5.880000114,21.20000076,85.68000031,93.97000122,78.58999634,51.27099991,..,..,..,53.06200027,61.15,70.4489975,80.36,61.22000122,70.19,..,..,..,1690718,46.00758449,1984161,3674868,..,..,..,2722328,2417012,5139327,75.31973791,75.31933066
"Hong Kong SAR, China",2008,..,..,..,0.239999995,0.159999996,0.310000002,13.46000004,5.260000229,20.62000084,86.30000305,94.58000183,79.06999969,51.56499863,..,..,..,53.14899826,61.08,69.70800018,79.45,60.88000107,69.67,..,..,..,1720396,46.5428515,1976003,3696370,..,..,..,2768378,2429948,5198289,76.24519154,76.24444445
"Hong Kong SAR, China",2009,..,..,..,0.239999995,0.170000002,0.310000002,13.14000034,5.059999943,20.37999916,86.62000275,94.76999664,79.31999969,50.93700027,..,..,..,53.24100113,61.23,69.44200134,79.13,60.77000046,69.55,75.86000061,72.43000031,79.12999725,1742569,46.89584663,1973286,3715828,..,..,..,2799265,2430616,5229852,76.66973892,76.67050663
"Hong Kong SAR, China",2010,..,..,..,0.230000004,0.159999996,0.289999992,12.82999992,4.789999962,19.98999977,86.94000244,95.05000305,79.73000336,50.0909996,..,..,..,51.90800095,59.88,68.50700378,78.26,59.59000015,68.37,76.12999725,72.40000153,79.70999908,1725082,46.79562838,1961326,3686417,..,..,..,2837662,2439205,5276866,75.77035643,75.769958
"Hong Kong SAR, China",2011,..,..,..,0.219999999,0.150000006,0.280000001,12.57999992,4.579999924,19.87000084,87.20999908,95.26999664,79.86000061,51.4620018,..,..,..,52.94300079,61.19,68.40100098,78.41,60.06999969,69.11,77.62999725,74.48000336,80.65000153,1782730,47.49875707,1970536,3753214,..,..,..,2867733,2444139,5311823,77.40091525,77.40096174
"Hong Kong SAR, China",2012,..,..,..,0.209999993,0.150000006,0.280000001,12.35999966,4.400000095,19.68000031,87.43000031,95.44999695,80.05000305,52.04999924,..,..,..,53.52899933,61.97,68.69599915,78.93,60.5,69.75,77.26999664,73.5,80.94000244,1833452,47.81082741,2001408,3834805,..,..,..,2904976,2457548,5362466,77.92156748,77.92170227
"Hong Kong SAR, China",2013,..,..,..,0.209999993,0.140000001,0.270000011,12.18999958,4.25,19.59000015,87.61000061,95.61000061,80.13999939,52.86100006,..,..,..,54.47900009,63.38,69.18599701,79.72,61.22000122,70.84,76.61000061,73.23000336,79.93000031,1882799,48.20017265,2023441,3906208,..,..,..,2915314,2449845,5365124,78.74281278,78.74278046
"Hong Kong SAR, China",2014,..,..,..,0.200000003,0.140000001,0.25999999,12.05000019,4.110000134,19.54000092,87.75,95.76000214,80.20999908,52.89199829,..,..,..,54.53499985,63.76,68.81099701,79.48,61.06000137,70.91,76.01000214,72.5,79.52999878,1903984,48.4891455,2022672,3926619,..,..,..,2926901,2443549,5370433,79.25332028,79.25322939
"Hong Kong SAR, China",2015,..,..,..,0.189999998,0.129999995,0.25,11.89999962,3.960000038,19.42000008,87.91000366,95.91000366,80.33000183,52.98300171,..,..,..,54.72100067,64.28,68.80599976,79.91,61.13999939,71.37,76.55000305,72.80000305,80.27999878,1929064,48.7129747,2030993,3960062,..,..,..,2935546,2434210,5369755,79.52940276,79.52927535
"Hong Kong SAR, China",2016,..,..,..,0.189999998,0.119999997,0.239999995,11.81000042,3.849999905,19.45000076,88,96.02999878,80.30999756,53.09400177,..,..,..,54.77999878,64.59,68.57499695,80.1,61.04999924,71.6,76.18000031,72.97000122,79.48999786,1946852,48.94721545,2030584,3977452,..,..,..,2938451,2420935,5359413,79.88334118,79.88338259
"Hong Kong SAR, China",2017,..,..,..,0.180000007,0.119999997,0.239999995,11.56999969,3.690000057,19.20000076,88.26000214,96.19000244,80.56999969,53.47499847,..,..,..,55.04999924,65.13,68.31500244,80.31,61.06000137,71.96,76.66999817,73.68000031,79.77999878,1970031,49.30682453,2025438,3995453,..,..,..,2936088,2402046,5338161,80.58259133,80.58238608
"Hong Kong SAR, China",2018,..,..,..,0.170000002,0.109999999,0.230000004,11.31999969,3.549999952,18.92000008,88.51000214,96.33999634,80.84999847,53.76900101,..,..,..,55.10499954,65.47,68.51200104,80.62,61.15999985,72.26,76.47000122,73.41000366,79.65000153,1983593,49.40820046,2031113,4014704,..,..,..,2928497,2378395,5306904,80.43116346,80.4319275
"Hong Kong SAR, China",2019,..,..,..,0.170000002,0.109999999,0.230000004,11.07999992,3.430000067,18.63999939,88.75,96.45999908,81.13999939,53.67200089,..,..,..,54.93899918,65.34,67.4240036,80.86,60.56000137,72.27,76.27999878,73.54000092,79.16000366,1987990,49.87368447,1998081,3986050,..,..,..,2916640,2351691,5268321,81.4828492,81.48258202
"Hong Kong SAR, China",2020,..,..,..,..,..,..,..,..,..,..,..,..,51.5909996,..,..,..,54.1629982,..,66.18299866,..,59.56000137,..,76.66999817,74.26000214,79.16000366,1949910,50.1074662,1941543,3891456,..,..,..,2872396,2299828,5172228,81.83823534,81.83741251
"Hong Kong SAR, China",2021,..,..,..,..,..,..,..,..,..,..,..,..,51.16500092,..,..,..,53.52399826,..,65.77100372,..,59.00899887,..,..,..,..,1935963,50.08078786,1929721,3865680,..,..,..,..,..,..,81.37932406,..
India,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.44300079,31.63,84.22699738,86.73,58.26300049,60.21,..,..,..,79615748,25.22444588,236010809,315629324,..,..,..,244789498,263719309,508508811,36.1439939,..
India,1991,..,..,..,63.31999969,76.16999817,59,15.18000031,11.59000015,16.38999939,21.5,12.23999977,24.61000061,28.54100037,..,..,..,30.45299911,31.68,84.09300232,86.64,58.19300079,60.18,..,..,..,81560632,25.26784937,241223899,322784226,33.72953033,61.64191818,48.22206879,250490468,269781549,520272162,36.21347588,41.93307543
India,1992,..,..,..,62.99000168,75.95999908,58.61999893,15.23999977,11.60000038,16.46999931,21.77000046,12.43999958,24.90999985,28.54800034,..,..,..,30.49300003,31.76,83.96600342,86.58,58.13899994,60.18,..,..,..,83643646,25.33215208,246543497,330187683,..,..,..,256374697,275999493,532374433,36.31588832,..
India,1993,..,..,..,62.65999985,75.72000122,58.24000168,15.27000046,11.59000015,16.51000023,22.06999969,12.68999958,25.25,28.63800049,..,..,..,30.56999969,31.89,83.83799744,86.51,58.10100174,60.2,..,..,..,85900356,25.42163591,252001657,337902550,..,..,..,262466546,282439096,544905884,36.46317974,..
India,1994,..,..,..,62.18000031,75.45999908,57.65999985,15.43000031,11.64999962,16.70999908,22.39999962,12.89000034,25.63999939,28.74500084,..,..,..,30.69199944,32.07,83.6989975,86.44,58.08000183,60.25,72.26999664,35.97999954,87.23999786,88379555,25.54039469,257658445,346038329,..,..,..,268812566,289207041,558019742,36.66949468,36.6694418
India,1995,..,..,..,61.75999832,75.30000305,57.13999939,15.60000038,11.68999958,16.94000053,22.63999939,13.01000023,25.92000008,28.71500015,..,..,..,30.65600014,32.05,83.46099854,86.28,57.93399811,60.16,..,..,..,90498382,25.58098096,263269999,353772133,..,..,..,275422964,296342922,571765885,36.73092903,..
India,1996,..,..,..,61.34999847,75.15000153,56.63999939,15.77000046,11.68999958,17.15999985,22.87999916,13.15999985,26.20000076,28.69300079,..,..,..,30.62100029,32.03,83.22100067,86.1,57.78699875,60.05,..,..,..,92613136,25.62187597,268850614,361461183,..,..,..,281868921,303277563,585146580,36.79479944,..
India,1997,..,..,..,61.11999893,74.98000336,56.36000061,15.77000046,11.61999989,17.20000076,23.11000061,13.40999985,26.44000053,28.70299911,..,..,..,30.58399963,32.01,82.97699738,85.9,57.64099884,59.95,..,..,..,94792081,25.65874263,274638619,369433851,..,..,..,288554394,310556495,599111035,36.85840727,..
India,1998,..,..,..,60.72000122,74.79000092,55.88999939,15.89000034,11.59000015,17.36000061,23.39999962,13.60999966,26.75,28.6609993,..,..,..,30.54800034,31.99,82.73000336,85.7,57.49399948,59.84,..,..,..,97037753,25.69585702,280600453,377639683,..,..,..,295452732,318133504,613586397,36.92493545,..
India,1999,..,..,..,60.09000015,74.61000061,55.11000061,16.18000031,11.63000011,17.73999977,23.72999954,13.76000023,27.14999962,28.61499977,..,..,..,30.51199913,31.98,82.48300171,85.51,57.34700012,59.74,..,..,..,99334272,25.73338569,286677947,386013225,..,..,..,302516397,325920946,628437450,36.99186317,..
India,2000,..,..,..,59.65000153,74.38999939,54.56000137,16.31999969,11.64999962,17.93000031,24.04000092,13.96000004,27.51000023,28.64100075,..,..,..,30.47699928,31.97,82.23600006,85.34,57.20000076,59.66,69.20999908,32.43000031,86.73000336,101671066,25.77267603,292818918,394491693,..,..,..,309696326,333849261,643545590,37.0604106,37.06074319
India,2001,..,..,..,59.09999847,73.80000305,53.99000168,16.62999916,11.94999981,18.26000023,24.27000046,14.25,27.75,28.92000008,..,..,..,30.77099991,32.25,82.19200134,85.32,57.31999969,59.79,..,..,..,105022322,25.96578167,299443377,404464319,47.84209824,73.4118576,61.0145607,316463096,341318436,657781670,37.43794944,48.06883435
India,2002,..,..,..,58.59999847,73.19000244,53.47000122,16.92000008,12.26000023,18.55999947,24.47999954,14.55000019,27.96999931,29.21899986,..,..,..,31.06500053,32.55,82.14900208,85.32,57.43999863,59.93,..,..,..,108478284,26.15952115,306200234,414679930,..,..,..,323410973,348972231,672383343,37.81543263,..
India,2003,..,..,..,57.75999832,72.51999664,52.54999924,17.5,12.69999981,19.19000053,24.73999977,14.78999996,28.26000023,29.47299957,..,..,..,31.36199951,32.84,82.10600281,85.33,57.56000137,60.09,..,..,..,112030582,26.35537573,313050058,425076778,..,..,..,330488201,356775877,687264151,38.196963,..
India,2004,..,..,..,56.77999878,71.76000214,51.43999863,18.26000023,13.21000004,20.05999947,24.95999908,15.02999973,28.5,29.76399994,..,..,..,31.65800095,33.15,82.05899811,85.35,57.68000031,60.25,..,..,..,115639518,26.54829119,319941520,435581775,..,..,..,337633069,364697848,702330930,38.57956065,..
India,2005,..,..,..,56,71.05000305,50.59000015,18.79999924,13.64999962,20.65999985,25.20000076,15.30000019,28.75,30.05699921,..,..,..,31.95499992,33.46,82.00900269,85.37,57.79999924,60.42,67.27999878,33.79000092,85.12000275,119297221,26.73910668,326856327,446152605,..,..,..,344805212,372712240,717517454,38.96523415,38.96480865
India,2006,..,..,..,55.08000183,70.33999634,49.79000092,19.42000008,13.98999977,21.29999924,25.51000023,15.67000008,28.90999985,28.89900017,..,..,..,30.71199989,32.11,81.52400208,84.95,56.95299911,59.57,..,..,..,117050427,26.07617374,331830363,448878843,50.82376099,75.19190216,62.75447083,351680062,380343562,732023639,37.6723408,..
India,2007,..,..,..,54.11000061,69.58000183,48.93999863,20.09000015,14.32999992,22.02000046,25.79999924,16.09000015,29.04000092,27.76399994,..,..,..,29.48999977,30.81,81.00700378,84.54,56.10200119,58.73,..,..,..,114686593,25.41144487,336633417,451318662,..,..,..,358578474,388057552,746636061,36.40425938,..
India,2008,..,..,..,53.50999832,68.81999969,48.56999969,20.42000008,14.59000015,22.29999924,26.06999969,16.60000038,29.12999916,26.68300056,..,..,..,28.29000092,29.55,80.46099854,84.13,55.2480011,57.93,..,..,..,112219308,24.74634531,341259073,453478308,..,..,..,365497652,395837971,761335665,35.15989291,..
India,2009,..,..,..,52.5,67.93000031,47.72000122,21.09000015,15.02999973,22.96999931,26.40999985,17.04000092,29.30999947,25.54899979,..,..,..,27.11400032,28.32,79.88600159,83.73,54.38999939,57.14,..,..,..,109682394,24.08465239,345722356,455403683,..,..,..,372491556,403711076,776202642,33.94086546,..
India,2010,..,..,..,51.52000046,66.98000336,46.91999817,21.80999947,15.52999973,23.68000031,26.68000031,17.48999977,29.40999985,24.47299957,..,71.66999817,76.01000214,25.96500015,27.14,79.28399658,83.32,53.52999878,56.37,62.74000168,29.69000053,82.5,107103774,23.42889143,350041273,457144011,..,..,..,379587714,411687854,791275567,32.74935835,32.74934161
India,2011,6.724899769,11.48530006,9.136289597,49.25999832,63.56000137,45.20999908,23.10000038,17.12000084,24.79000092,27.63999939,19.31999969,30,23.13400078,..,..,..,24.50900078,25.67,78.77300262,82.84,52.57099915,55.42,..,..,..,102988904,22.51141161,354506743,457496428,59.27732086,78.87722778,69.3025589,386293495,419259582,805553067,31.11345253,..
India,2012,..,..,..,47,59.95999908,43.52000046,24.36000061,18.77000046,25.86000061,28.63999939,21.27000046,30.62999916,21.81200027,..,70.30000305,75.73000336,23.09900093,24.26,78.22000122,82.36,51.61000061,54.51,63.20000076,30.80999947,82.95999908,98906260,21.60687697,358844290,457753613,..,..,..,393251170,427044346,820295461,29.53081126,29.53079609
India,2013,..,..,..,46.5,59.36000061,43.09000015,24.37000084,18.43000031,25.94000053,29.12999916,22.20999908,30.96999931,21.39299965,25.57024,..,..,22.64999962,23.85,77.46299744,81.92,51.00500107,54.09,..,..,..,98824786,21.434936,362224071,461045398,..,..,..,400311318,434906524,835217793,29.23976656,..
