Series Name,Series Code,Country Name,Country Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Labor force, male",SL.TLF.TOTL.MA.IN,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4805654,4959718,5136752,5326769,5515727,5693130,5819616,5927273,6022011,6114359,6198738,6303586,6409652,6516520,6621683,6724490,6860501,6987554,7094257,7171083,7203457,7120039,6993480,6854746,6742278,6682961,6791560,6959870,7176831,7423051,7234580,7644262
"Labor force, male",SL.TLF.TOTL.MA.IN,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,924306,965377,967201,978364,998517,1020144,1040214,1050904,1049138,1053085,1061753,1074543,1106810,1120017,1151452,1176791,1203412,1218725,1225179,1230545,1243478,1254623,1251987,1263614,1303594,1335319,1389551,1439007,1460920,1470145,1504407,1514133
"Labor force, male",SL.TLF.TOTL.MA.IN,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26986658,27122899,27840946,28165459,28829402,29773039,30933111,32147664,32962405,34071113,35208164,36291405,37403020,38342981,39300334,39915976,40499540,41579140,42602713,43790039,45027691,45918431,47419160,48944686,49562132,51553077,52908110,54270697,55638062,56971073,57342447,58905142
"Labor force, male",SL.TLF.TOTL.MA.IN,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13852840,14251757,14662052,15077290,15489465,15904932,16321160,16739495,17193786,17638300,18086103,18533899,18985329,19432744,20194206,20523897,20942099,21420730,22064999,22665749,23204397,23974241,24329751,24697110,25440791,25605349,26417746,26348391,26616934,27126900,25560039,26593384
"Labor force, male",SL.TLF.TOTL.MA.IN,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,972434,1003945,1035051,1056622,1092546,1133156,1181595,1226468,1291011,1298594,1327232,1360489,1360400,1328063,1337789,1387483,1456747,1550398,1654911,1740339,1794635,1837978,1900882,1933212,1974725,2014191,2036087,2042918,2034926,2059322,2025622,2022113
"Labor force, male",SL.TLF.TOTL.MA.IN,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4589295,4638733,4674085,4718911,4822754,4769683,4908244,4965939,5099998,5209233,5121928,5165356,5204566,5239830,5272350,5302667,5320622,5338889,5357651,5375642,5392458,5367302,5431774,5449779,5484818,5533521,5617989,5660875,5617527,5596841,5383967,5433709
"Labor force, male",SL.TLF.TOTL.MA.IN,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16391588,16715505,17010568,17283184,17552121,17747058,17956891,18243866,18437542,18484250,18862570,19382930,19626156,19847553,20285306,20410766,20579926,20899389,21059997,21210381,21049156,21481342,21652107,21212330,21277197,21208531,21070902,21011678,21228602,21052167,21142120,21120101
"Labor force, male",SL.TLF.TOTL.MA.IN,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16403351,16841104,17279018,17717358,18165836,18630447,19079026,19280658,19615777,19977457,20253383,20969178,21316533,21643047,22027354,22827287,23586211,24384571,25225642,26039668,26689314,27146464,27381451,27970224,28278738,28761020,28793249,28932968,29181304,29371140,29366335,29408370
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.9270250106981,15.8874641058173,15.814877289331,15.7219548917149,15.6624345110471,15.6895643009718,15.5682111974214,15.4788652368569,15.4316498299434,15.4048429649882,15.372285057783,15.4620090911008,15.576636837717,15.7019961987959,15.835964551521,15.9830046093713,15.872370728636,15.7755520520047,15.714738112016,15.7135508118862,15.7850319147431,16.0865478259254,16.4542777722815,17.3451899308394,18.2753413176302,19.2513388108005,20.3102990536115,21.4078622538974,21.7414856541674,22.0738152080797,18.9191924372844,17.4431391785902
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.4162259953022,41.6223459162818,41.8004712077553,41.9069543289073,42.3267581298723,42.7266335599813,42.8874929185015,42.9708497485761,43.0805009757051,43.2179773144083,43.6639056841401,43.9629954110929,44.0620478399582,44.4390998998748,44.337231263845,44.6728515309733,44.8137349829524,44.9021282133794,45.0158396153274,45.1718771090282,45.0740939124137,45.2655681478793,45.41801099319,45.5475944338371,45.7395749911307,45.9271733775535,46.211541527932,46.4011508956038,46.5731198116897,46.7110282560764,46.7867215508204,46.9555491551181
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.6430591158263,21.7310909835517,21.8509511458717,21.9996147462945,22.1703180147538,22.3596478718672,22.5481375509497,22.7550045264232,22.971481128173,23.1869311407105,23.3922410125657,23.5483784834653,23.6991810361956,23.8443563240244,23.9872404765461,24.1362141398995,24.256677195298,24.7353154583794,25.2256939404073,25.7172667419326,26.2040684662479,26.6737489388143,27.1385315131231,27.6034306761462,28.0727264785262,28.5539748133346,29.0547842762165,30.6597464013646,30.7867578204562,30.8745839488862,30.2328714569542,30.399388956027
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.7825513721206,39.8494867375993,39.9252856861624,40.0123220475292,40.1120263591433,40.2261712439418,40.5998852553069,41.0412984091274,41.4975063151759,41.9192171767687,42.2764489198449,42.4432521347129,42.5467349168575,42.6268937000054,42.7322465425318,42.8880302086999,43.1007306216728,43.3704936271228,43.6700394334766,43.9576320966704,43.4143701736326,43.1994959971727,45.680851665708,41.6057598895961,40.1967804059059,40.5717333269415,40.4736408566722,40.2911652106477,40.061454090431,39.8336377687228,39.4229290974964,39.4177881719488
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.6698358027468,51.5310572392794,51.4644452248781,51.4665438168046,52.2230772305724,52.0538776379252,52.0167847286206,51.9747881662139,51.8967638990207,51.6874899191375,51.5345590545409,51.8612647993126,51.1740783473123,50.4275010484322,49.6141369414046,49.2304072474985,48.8180477920837,48.4280750195777,48.9999090188261,49.5471546656697,50.2806591096339,50.1744711420375,49.4000970028159,48.4740602648101,48.3889842213201,48.1552004693635,48.4669827460129,48.9777219979892,48.955703501044,48.9324654222164,48.4157680183723,48.4134639478217
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.0226170853043,45.0187217273961,45.0175706939598,45.0184460025489,45.0200716388134,45.0211697434305,45.028749929673,45.0320439472591,45.0326396591729,45.0304810262649,45.0267157445943,44.9367104835462,44.8455104583213,44.7519060372169,44.6531284639078,44.5504141814471,44.4496550760275,44.344718577392,44.2371871912181,44.1291163194658,44.0204912333788,44.0920801945401,44.1617794696889,44.2400529256574,44.3237287951885,44.4112749911582,44.499463716092,44.5980470477196,44.702781867328,44.8040924128044,44.5289618307857,44.5083317104483
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.6266669100539,37.3979708426759,36.9969715462106,37.2227497349894,37.8537826626882,38.5280508303443,39.0349472268046,39.4242381124379,39.9987506097503,40.7256913595034,41.4744370068354,42.559972473788,43.5612568384739,43.8244931017004,44.278437071465,44.7728744603705,45.3939595817038,46.0075844901096,46.5428515002557,46.8958466322984,46.7956283838752,47.4987570652779,47.8108274084341,48.2001726482563,48.4891454964182,48.7129746958507,48.9472154535114,49.3068245327876,49.408200455127,49.8736844746052,50.1074662028814,50.0807878562116
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.224445875631,25.267849365105,25.3321520778835,25.4216359124842,25.5403946884739,25.5809809643769,25.6218759733324,25.6587426256182,25.6958570214667,25.7333856890525,25.7726760294544,25.9657816688646,26.1595211516506,26.355375734028,26.5482911905577,26.7391066785321,26.0761737438358,25.4114448739547,24.7463453092005,24.0846523852114,23.4288914265137,22.5114116082235,21.6068769729186,21.434936001682,21.2654908829872,21.1000261285005,20.9403928386053,20.7830305698803,20.6307969712242,21.2131704044882,19.9649330538849,20.348007818869
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.1167229725491,37.6474440099953,38.1124467760406,37.8304354533798,38.1495697368951,38.1593061977234,38.1490106533224,37.8078098814119,38.4041366944774,38.2716936056855,38.3161542228981,37.3952941983105,36.5557263062921,36.5541677648444,36.0670795640539,35.8553518681979,35.8795238827212,37.6595526000613,37.9662947491219,38.0714382746253,38.2643115118311,38.0750913986993,38.1583859886755,37.955287464388,37.9753724708823,38.0947575828055,38.3736775471621,38.8971140511016,39.2092626932632,39.4913767863345,39.4275726399139,39.6172805277128
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.4865903639066,40.6488031741838,40.5561518343819,40.3374121823518,40.3564288033987,40.3300167446936,40.3111185797366,40.517892522105,40.5160846682931,40.4167409216125,40.4137609381213,40.6087029686802,40.6268883157429,40.7002550874334,40.9472396511748,41.0655042340916,41.1713978764133,41.19460976102,41.3479107906365,41.6305972005143,41.7545800267209,41.781133461165,41.9044893833977,42.406430365416,42.5981053046339,42.8391062019534,43.1530895992547,43.5095063964353,43.9355322433726,44.2442162213904,44.2033814892027,44.3809977440159
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.2892136042905,49.2789341101064,49.3254789851726,49.3601662525526,49.3724441559421,49.4193194198271,49.4723168991175,49.5775585123134,49.5991884631832,49.5185736527333,49.511892647613,49.4513920848584,49.4187842581689,49.3732067084259,49.3232318345097,49.2532068664953,49.2486804505229,49.2483453800552,49.1907033412357,49.1861435064851,49.174042000203,49.1444891894909,49.1076188450923,49.0751008672332,49.0453197814247,49.0483316047806,48.9915039551599,49.0373015678477,49.0968498727336,49.1152572933569,49.008566940672,48.8971315742372
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.3304303724627,39.0825344981331,38.8867841025344,38.8561614653863,39.0405396937479,39.2998571710452,39.6003054867358,40.0784386386946,39.0635669107788,39.5405572324652,40.3727386598957,40.6619968045975,40.6141305281363,40.2206275270585,40.6780087105839,40.8091923037117,41.0090610672581,40.9729790129367,41.0251527714964,40.7865895092172,40.8912962650455,40.8984866718405,40.9291101221006,41.0417944829738,41.3061150206925,41.5107167311653,41.6596173671407,41.878364062639,42.042818509626,42.3786653017762,42.3636290461131,42.5653475133566
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.1138339554401,50.1227156644887,50.1316090722749,50.1421618650259,50.1255538246022,50.1119760533689,50.1130957792055,50.1064101173695,50.0987335433339,50.0986849035694,50.1119709948091,50.1606544896155,50.2203240832582,50.2797779051998,50.3272529542388,50.3546174816834,50.3297186400938,50.2886759720033,50.228533415035,50.1433566433566,50.0325205188222,49.857091324551,49.6678346688508,49.4829754271115,49.3240312701653,49.2058578333619,49.1769299937514,49.1834657208464,49.2100055541706,49.2361436821444,49.187924804097,49.076398935922
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.8314281339254,40.2225816637561,41.1441012210898,41.6987204647147,42.2579788155661,42.8139091320023,43.3245604800505,43.8176217253873,44.2266590982008,45.3520131408053,46.23844178281,46.5358997695279,46.9012882334307,46.5885978702051,47.1215780155943,47.7588689310076,47.5726701176677,48.1747057714578,48.1856747971641,48.647107783208,48.5316385378805,48.8701456728617,48.4559112057851,48.8011517652054,48.5805343161042,48.6538134216349,48.9377530548024,49.125827017609,49.5039851867943,49.7071914402255,49.631113991845,50.0719491250058
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.9141305807337,35.9462053240756,35.916293328954,35.8976320457952,35.8830625027808,35.8656754957516,35.832348144507,35.8021845564887,35.7709699317974,35.7336031008889,35.6828571354821,35.5947989423078,35.4952759158708,35.3891738341654,35.2789466148763,35.1711769572712,35.0572910873568,34.9448629816499,34.6857342007635,34.9562632197493,34.8498846884599,35.4048808952474,35.9709395379885,37.20601047873,37.8005845745644,37.9830492066951,38.2091848763312,38.4349069815058,38.5381526890911,38.6054203687522,38.5667908772951,38.4922295645165
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.7672413793103,21.2083416483736,22.7218023395754,24.2802748885587,25.8757938045974,27.4763998911315,28.8995202268019,30.2991048874956,31.6596623165966,32.9636088826881,34.197448246355,33.9746597841389,33.7055294886262,33.427972435578,33.1769340974212,32.9687272478094,32.7877073844484,32.6046320058296,32.3647868917607,31.9842467518127,31.2213719330778,30.1099739450324,28.9705040523033,27.837482734225,26.7357197896955,25.6919149771734,24.669577150857,23.485992135936,22.1451783076598,20.9160386806547,20.4620557474018,20.885466008951
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.5377560269652,47.5792122631254,47.6480886253324,47.666805811454,47.6181244540168,47.513101232123,47.4292309311274,47.2976587576311,47.1528616062899,47.0236309503825,46.9387258480557,46.9136821939075,46.9211880837822,46.9498401192941,46.9491201315165,46.9401155786305,46.9335937323078,46.9202292673363,46.8261624886784,46.5810691591145,46.3143439843769,46.0447112829621,46.0612043274669,46.0800682409898,46.1360349610008,45.9880186022016,45.9848263557201,46.2896764916883,44.7348222989664,45.1416161379733,45.0094493894617,44.9747891676901
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.1243829817911,47.2292126170591,46.850605017047,46.6348475229723,46.3654397591765,46.1339618341805,45.953951604056,45.8235749050244,45.690398568291,45.3605589703626,44.9329840376538,44.5924749089707,44.2330741501279,43.83193430312,43.4660239644224,43.1327661969835,42.8486401105933,42.6209413868052,42.45319004789,42.2938949590084,42.162314569364,42.0794502108484,41.9696151964369,41.8496930458325,41.7431640137241,41.6583922034989,41.1481193677058,40.6345805929546,41.0870664326325,40.3140683170022,39.8791567182914,39.3342724614154
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.574522976354,48.3549311350418,48.0673111170265,47.7762403423917,47.5576951946634,47.4560010454923,47.5812261036779,47.8326225338187,48.1587552076106,48.4959654448372,48.7557155754562,48.8121372677472,48.849857779979,48.8728089064593,48.8941433327066,48.925302868087,48.8938187899596,48.8638639286812,48.9006431418545,49.1868309178313,49.6811519408623,50.6518582725052,51.8681852734397,53.1900901426358,54.4207329648921,55.4190991865051,55.8581559803949,56.037378171696,56.0020474199944,55.822213299363,54.9129457569376,55.027755018652
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.3691631100344,43.6712749526344,43.7770341008242,43.7386104407001,44.0850876058289,44.2774781171908,44.7955518571432,44.8496056727703,45.1073955710707,45.3327090102385,45.4044859642005,45.7039314981693,45.7841712381476,46.1915267331071,46.1519791124474,46.3808707562219,46.3949216293121,46.5128955496902,46.7429694173185,46.8866688679836,46.8436880815128,46.9694696207277,47.2064597390079,47.3550913174569,47.4076799531365,47.369837864639,47.4652896973803,47.4875627064748,47.6682349080942,47.9696284818983,47.7219220415115,47.7223526942101
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.8731772821788,13.2996072299155,13.3262881770884,13.8299835597287,14.1491986305017,12.4796336254349,13.3923941205533,14.3499970266749,14.7099896468492,15.0794434337364,15.454360182942,15.5065011937566,15.5587844841145,16.2613511547891,16.9801674469146,17.6626900102662,18.381056835033,18.7396276966914,19.2639805647179,20.1876557646735,21.0226989798271,21.2984081862581,21.4298274925538,21.5624320558578,21.9481157632202,22.4450416901247,21.8185613439172,21.1923799156047,20.5717375926052,20.4978318819556,20.146219181577,20.1622722385546
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.3391998166857,38.396320598077,38.4447039824559,38.472278373882,38.4728498982131,38.4691547562703,38.4565114424639,38.4496781883019,38.4980055761241,38.5127040091026,38.5173687386466,38.5484050971587,38.577751832465,38.5908742061079,38.1087770788557,38.6702267723662,38.855038192654,38.8989431308325,38.5185957321018,38.899642308473,39.100784010448,39.2621817910601,39.2232048974896,39.3522454569801,39.552178465416,39.7017400982624,39.22201887917,38.1877660543426,38.7079810344479,39.2856564130088,39.1012191984503,39.3260207834735
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.6422772702988,36.8898812891481,37.161287580747,37.5178881038492,37.7554281781569,37.992318261885,38.1825391967447,38.3099589013053,37.9556848633041,38.3480688714507,38.5735297656844,38.9850629262242,38.9491200781235,39.7130101027525,40.2380458847895,40.3610123200161,40.2394854373672,39.975291463553,40.6998168937876,40.0552901994918,40.2845148912298,40.5223074961523,40.7348862383582,40.9250587627014,41.298412834306,41.6480483828166,41.7651767948264,41.5825466066738,41.7526261570075,41.8109440590266,41.2228102618148,41.2036458584557
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.5138645474653,34.5452700827341,32.4698349128331,33.1209836321606,33.1692633785607,32.4218276246275,32.0641066489797,32.006007545442,35.3055260661259,33.0696833772172,32.986445835152,32.979255928833,32.9811877705056,32.9897794499421,33.0043012094443,33.0207128096564,33.0323920995469,33.0474655764842,33.062014884012,33.0701492050441,33.073923586487,33.417585689298,32.4144978847743,34.1228776910584,33.7933615192639,34.642589914292,34.6028523551457,35.319292808372,33.8788936780578,34.0090107351339,33.5785284664912,33.6464796710907
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.6433852477466,44.6249932542108,44.5934120146588,44.5667438495947,44.5606741079734,45.0686798624654,45.6416945604636,45.975291051516,45.6499568303928,45.5005740541669,45.7537158439191,45.5867830234501,45.6851119174473,45.781191877017,45.6283213128017,46.2008947642142,45.8608819170084,46.0926246740851,46.1142098022123,45.7921658118168,45.8559723876996,46.4079107157973,46.1855361139581,45.6518195628855,45.5534795754219,45.6560855022134,45.6466590797221,45.5792947576357,45.6086852051522,45.7106113865412,45.8401434855077,45.9192305074498
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.8946804131899,49.807077816135,49.6766914015124,49.5602745834798,49.4334218754458,49.2982989688547,49.1696532380188,48.895482153193,48.912414482951,49.1110587327493,48.7689533373402,48.8005971285529,48.7556749951013,48.6794731081162,48.4216544624811,48.4157025979294,48.408952692612,48.4016441278964,48.2109444658987,48.0369552986528,47.8450768813577,47.7688994792845,47.9370933188366,48.0004528021016,48.0071135603757,47.7732314114388,47.8148007882317,47.7596660480486,47.4226559681118,47.4571438604863,47.4528846804218,47.6264781062118
"Labor force, total",SL.TLF.TOTL.IN,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3005194,3226846,3520843,3845635,4153754,4418899,4571874,4665749,4735482,4823574,4955262,5169671,5437894,5735551,6030160,6301944,6460963,6591408,6716593,6867773,7065700,7375529,7742558,8136567,8544021,8948053,9314885,9670662,10022144,10382034,9416829,9695428
"Labor force, total",SL.TLF.TOTL.IN,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8475893,8524976,8601726,8634061,8799677,9006036,9132954,9193437,9291229,9380756,9567850,9750034,9906614,10093366,10217131,10531732,10778084,10941713,11234490,11475961,11664656,11832782,11998883,12177653,12320637,12556562,12718524,12976329,13249617,13504175,13484888,13776836
"Labor force, total",SL.TLF.TOTL.IN,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35272754,36309530,37387956,38509688,39678222,40895568,42090789,43331123,44603763,45894258,47188245,48387234,49600849,50809260,51987835,53123178,54083636,54954286,55799460,56639145,57493263,58436990,59377977,60318372,61262254,62203550,63131472,66854855,68073235,69229775,68412678,69816252
"Labor force, total",SL.TLF.TOTL.IN,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,212372,213536,213346,212627,212450,213555,217875,224028,231585,239952,248668,257763,267252,276905,286409,295544,302619,309201,315468,321753,321541,325395,318153,330423,324016,333757,339920,345577,350831,355850,344741,353617
"Labor force, total",SL.TLF.TOTL.IN,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3953233,4062193,4151538,4239321,4402816,4546376,4699510,4898652,5136459,5381484,5579681,6182973,6328794,6440569,6534313,6740643,6957261,7175247,7408126,7639032,8087213,8334043,8280172,8183449,8362550,8450593,8841029,8957446,9088032,9221528,9185555,9358533
"Labor force, total",SL.TLF.TOTL.IN,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,641782741,649068045,658342808,668573040,678096100,685900377,697793533,705825497,711992116,719407536,729522246,735178551,743789442,753781845,762411145,768361191,772580688,774309415,774161889,773219748,772108526,778977720,782865417,786673270,791323527,795251107,797667977,799175185,799480075,800020955,792401719,793776685
"Labor force, total",SL.TLF.TOTL.IN,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2848684,2910075,2895537,2967806,3052757,3104917,3246724,3289068,3345632,3356358,3362341,3452709,3512114,3497891,3540405,3559155,3623557,3674868,3696370,3715828,3686417,3753214,3834805,3906208,3926619,3960062,3977452,3995453,4014704,3986050,3891456,3865680
"Labor force, total",SL.TLF.TOTL.IN,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,315629324,322784226,330187683,337902550,346038329,353772133,361461183,369433851,377639683,386013225,394491693,404464319,414679930,425076778,435581775,446152605,448878843,451318662,453478308,455403683,457144011,457496428,457753613,461045398,464104758,466842711,469541836,471675710,473422438,482700285,457779812,471295273
"Labor force, total",SL.TLF.TOTL.IN,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76515392,78049288,80489831,81632206,85142090,87301299,89415674,90831392,93828926,96420797,99332850,100110976,100008028,101099298,102646165,102184327,103776784,108893086,110890081,112039660,114596174,117225410,120144188,120972115,122770335,124807236,126206202,129127477,133000453,136202238,136459585,139164176
"Labor force, total",SL.TLF.TOTL.IN,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63721155,64915712,65745715,66086944,66375556,66625286,67160952,67781361,67764966,67672260,67491823,67328405,66823769,66624607,66403238,66523715,66676252,66797261,66632288,66347900,66113861,65662929,65340443,65624762,65712094,65933194,66356389,66876077,67935294,68551941,68306177,68014219
"Labor force, total",SL.TLF.TOTL.IN,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12031322,12320372,12557800,12742060,12915743,13118572,13282309,13479855,13667895,13823506,13992721,14156285,14320672,14475825,14633076,14789437,14951694,15125830,15286051,15461141,15625734,15795417,15946157,16087484,16228366,16383648,16492380,16644984,16800972,16931024,16875219,16934341
"Labor force, total",SL.TLF.TOTL.IN,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19185010,19787665,20218468,20497421,21033262,21498442,21828771,22322162,21993990,22308894,22976420,23417394,23869030,23850605,24344407,24464988,24732517,24986726,25160289,25182792,25510485,25927886,26294967,26647943,27396653,27784825,28000418,28292428,28444054,28712438,28474612,28606253
"Labor force, total",SL.TLF.TOTL.IN,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1940985,1989966,2039753,2090223,2140118,2191540,2233063,2277509,2324438,2373210,2423842,2479856,2535583,2593307,2655591,2723216,2797840,2875196,2953835,3031600,3107269,3182452,3257414,3331273,3403116,3472615,3543198,3611116,3678317,3748218,3787334,3856860
"Labor force, total",SL.TLF.TOTL.IN,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150203,155179,158465,165607,173146,181406,189980,198993,202595,209424,215323,220851,227288,225186,238933,254202,273737,297048,312568,328001,334829,348452,356780,367436,381235,387762,385786,382247,386682,387113,387247,387774
"Labor force, total",SL.TLF.TOTL.IN,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7089928,7297079,7660178,7961007,8091160,8225692,8692919,8880338,8993055,9272180,9685225,9940132,10143871,10587608,10756180,10880378,11202266,11444489,11635135,11983964,12267636,12808347,13338673,13944247,14286287,14617015,14858273,15154997,15523126,15885303,16085580,16277080
"Labor force, total",SL.TLF.TOTL.IN,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58000,60132,62319,64608,67082,69809,73368,77197,81378,86010,91153,95895,101022,106369,111680,116747,121634,126252,130849,135845,144526,154673,165955,178098,190771,203710,217146,227872,236950,243636,242092,244888
"Labor force, total",SL.TLF.TOTL.IN,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,782193,800318,818547,833664,845951,856408,874252,889784,905453,923323,945162,968792,994913,1022012,1051123,1078227,1103947,1127243,1118441,1140298,1178257,1221213,1228802,1235621,1265410,1275978,1266670,1299132,1312007,1350058,1327599,1347635
